,text,identity_attack_x,bias,target,category,rationale,race,religion,gender,lgbtq,political
7169,"Sadly, in the real world, there is often a strong tendency to misinterpret a movement as a demand for some privileges, such as 'not being raped'. That's why men and women engage in a lot of actions that seem strictly ""feminist"" in everyday life. But in reality, feminist men and women do the same thing. They both expect all people to be treated as equals in the society.",0.25,0,women,none,,0,0,0,0,0
7170,We have to stop being afraid and opening our hearts to other cultures. We cannot allow prejudice to define us.,0.25,0,migrants,none,,0,0,0,0,0
7171,"If someone were to come in the dead of night and bring disease and sickness to our country, then that person is a risk to everyone. Sick people should be isolated. That is why there are health assessment procedures for migrants, in order not to spread diseases.",0.25,0,migrants,none,,0,0,0,0,0
7172,"Migrants integrate very well with our culture, especially if they do not have any previous negative experiences with our society.",0.25,0,migrants,none,,0,0,0,0,0
7173,What 'we' means? Are you saying that every gay person you know should vote against you? Or do you think some of us identify as LGBT?,0.25,0,lgbtq,none,,0,0,0,0,0
7174,"An inclusive working environment and welfare provision make every person feel part of a community, it fosters a positive atmosphere and increases everybody's productivity. Thus it is a benefit for all workers. [link]",0.25,0,disabled,none,,0,0,0,0,0
7175,"Afro-Saxon, as you call them, are great in many ways. They are proud and independent, refusing every categorization and stereotype. The fact that there are so many of them in the country proves that the feeling of belonging they have for our homeland is paramount to all other considerations.",0.25,0,poc,none,,0,0,0,0,0
7176,The conflict between Islam and the constitution can't be resolved by resorting to force.,0.25,0,muslims,none,,0,0,0,0,0
7177,Jews are one of the most important economic groups in society because of their competence. To suggest otherwise is to be deluded.,0.25,0,jews,none,,0,0,0,0,0
7178,What are you trying to say? Every religion has its sects and beliefs.,0.25,0,jews,none,,0,0,0,0,0
7179,I find the idea that LGBT people are inherently bad people deeply offensive. I find it deeply troubling that someone would want to persecute someone on the basis of their sexual orientation.,0.25,0,lgbtq,none,,0,0,0,0,0
7180,I don't think anyone can be homosexual and a nazi.,0.25,0,lgbtq,none,,0,0,0,0,0
7181,"You are absolutely right about one thing: there are a large number of Jews who share the belief that all people are created equal, but that does not mean they want to subvert Western society.",0.25,0,jews,none,,0,0,0,0,0
7182,"In the EU, governments can recognise people from other countries as citizens . The fundamental rights of immigrants are also recognised here. We cannot say that people from other countries are not welcome, unless we wish to illegally exclude them.",0.25,0,migrants,none,,0,0,0,0,0
7183,"What do you mean by ""messed up""? Many of us are ""messed up"" as well. So, either we are all ""messed up"" because there are some who are stating this, or no one is. I would prefer the second option.",0.25,0,disabled,none,,0,0,0,0,0
7184,"They are not subhuman, they are just people with different sexual orientations.",0.25,0,lgbtq,none,,0,0,0,0,0
7185,"The world is better off without antisemitism, racism, sexism, ableism and intolerance. Don't you think so?",0.25,0,jews,none,,0,0,0,0,0
7186,Hate crimes attack an individual's unchangeable characteristics and cause long lasting feelings of helplessness and powerlessness. Obese people are likely to feel the same way.,0.25,0,other,none,,0,0,0,0,0
7187,"If a person is a Muslim, it does not mean they are incapable of caring for their children. What does it mean to be a ""real"" parent?",0.25,0,muslims,none,,0,0,0,0,0
7188,This is just not true: women should have equality of access to education. and it is sad that they still need to justify this.,0.25,0,women,none,,0,0,0,0,0
7189,WIthout softeness and emotions there would just be brutality and cruelty. Not all women are soft and emotional and many men have these characteristics. To perpetuate these socially constructed gender profiles maintains patriarchal norms which oppress both men and women.,0.25,0,women,none,,0,0,0,0,0
7190,They can’t get council housing and are not even allowed to work. They get just £35 per week to pay for food and all other expenses.,0.25,0,migrants,none,,0,0,0,0,0
7191,There are living people who witnessed Nazis employ human gas chambers in their extermination camps. Is that proof to you?,0.25,0,jews,none,,0,0,0,0,0
7192,"I don' hear anyone asserting this, its just something that you choose to spread. What is your evidence?",0.25,0,disabled,none,,0,0,0,0,0
7193,"That is just not true. There are many women who are brave and strong, and I respect them for that. What's more, there is also a movement called #MeToo, which is dedicated to giving voice to women who have suffered from sexual harassment.",0.25,0,women,none,,0,0,0,0,0
7194,There is nothing 'tolerant and diverse' about creating divisions based on nationality and place of birth.,0.25,0,migrants,none,,0,0,0,0,0
7195,"Jews are a great example of a people put under with abuse from all walks of life, even from those who claim to be 'progressive.' How can you happily ignore the abuse of so many different groups?",0.25,0,jews,none,,0,0,0,0,0
7196,"Lesbians can also create an environment in which children feel welcome. Instead, we should play our part and try to build a more accepting society.",0.25,0,lgbtq,none,,0,0,0,0,0
7197,"Jews are just a scapegoat, an excuse to create more and more police states. You are talking about a ""real democracy"", but what you really want is to prevent people from freely expressing their opinions or religion.",0.25,0,jews,none,,0,0,0,0,0
7198,Maybe we should stop telling black people they are not human and start including them in the school curriculum?,0.25,0,poc,none,,0,0,0,0,0
7199,It is dangerous to generalize on one religion. Islam is about peace. It is about spreading that peace. Not promoting violence.,0.25,0,muslims,none,,0,0,0,0,0
7200,We are surrounded by cultures and religions all around the world. Many cultures and religions are rich with wisdom and knowledge precisely because they are different from us.,0.25,0,migrants,none,,0,0,0,0,0
7201,"For all you say, I think your point is that the societal trend seems to be for more acceptance and you don't like it. Or maybe you are complaining that this change is happening too quickly? In any case, we have to accept it since it is in line with basic respect of human rights.",0.25,0,lgbtq,none,,0,0,0,0,0
7202,You don't seem to know much about Islam if you think even a ban is necessary.,0.25,0,muslims,none,,0,0,0,0,0
7203,Muslims are part of our society. They are our brothers and sisters.,0.25,0,muslims,none,,0,0,0,0,0
7204,It is up to us to make sure that people from different backgrounds can have a better quality of life. We should integrate them instead of discriminating agaist them .,0.25,0,jews,none,,0,0,0,0,0
7205,"Jews work hard to get to where they are, just as anyone else does, and they don't deserve discrimination for this.",0.25,0,jews,none,,0,0,0,0,0
7206,"Immigrants just try to provide for their families, like we do.",0.25,0,migrants,none,,0,0,0,0,0
7207,Many women work multiple jobs to provide for their children and they also do the housework... do you call that weakness?,0.25,0,women,none,,0,0,0,0,0
7208,Monocultural nations struggle to grow. Being open to different cultures helps the nation to expand and thrive.,0.25,0,migrants,none,,0,0,0,0,0
7209,"Women should have equal rights in a free society, without discrimination.",0.25,0,women,none,,0,0,0,0,0
7210,"One should not conflate two or more different groups of people, especially in the case of criminals. Being criminals cannot be considered as a distinctive feature of the other. Where is the evidence for what you're saying?",0.25,0,migrants,none,,0,0,0,0,0
7211,"I'm not sure you've noticed that LGBTI+ people are increasingly being the victims of violence, hate crime and discrimination. Why are youu encouraging this?",0.25,0,lgbtq,none,,0,0,0,0,0
7212,"To claim that women are ""childlike"" is an unfortunate cultural stereotype that has negative effects on how women perceive themselves.",0.25,0,women,none,,0,0,0,0,0
7213,There is no evidence that Muslim people have a negative impact on our society. Why would that be true?,0.25,0,muslims,none,,0,0,0,0,0
7214,"We don't need laws and policies to control Muslims. Instead we need to solve problems by sharing knowledge, by decreasing social inequalities, by ending poverty and a whole host of other things.",0.25,0,muslims,none,,0,0,0,0,0
7215,"Feminism doesn't need to have scientific basis: its principles are basic human rights, and it is important that we understand them to live in a more inclusive world.",0.25,0,women,none,,0,0,0,0,0
7216,So 90-95% are not?,0.25,0,muslims,none,,0,0,0,0,0
7217,We must not confuse Islam with a religion of hate.,0.25,0,muslims,none,,0,0,0,0,0
7218,"We should start to think about the equality of all people before the law, regardless of religion.",0.25,0,muslims,none,,0,0,0,0,0
7219,"It would be good to see different religions co-exist peacefully, and that is exactly what the West is trying to achieve.",0.25,0,muslims,none,,0,0,0,0,0
7220,Women should be treated as equal in life.,0.25,0,women,none,,0,0,0,0,0
7221,Are you suggesting that the 'Prevent' programme is about appeasement to Islam?,0.25,0,muslims,none,,0,0,0,0,0
7222,"You know, the Internet is a great place, but you have to be careful about the sources of your information. Personally I trust reputable sources like CNN that have special Web pages dedicated to the September 11th attacks.",0.25,0,jews,none,,0,0,0,0,0
7223,Do you think that migrants would have be better off without a healthcare system? It's inhuman to prevent migrants and refugees from accessing healthcare.,0.25,0,migrants,none,,0,0,0,0,0
7224,"People should be able to live their life as they like, regardless of their physical or mental disabilities.",0.25,0,disabled,none,,0,0,0,0,0
7225,Your statement implies that all gays are diseased. Do you have any statistics on that?,0.25,0,lgbtq,none,,0,0,0,0,0
7226,We should not be so judgmental. Just because someone is LGBT doesn't mean that they are a drain on society. They are like any other member of our community.,0.25,0,lgbtq,none,,0,0,0,0,0
7227,They are not sick. They just want the same rights as anyone else.,0.25,0,lgbtq,none,,0,0,0,0,0
7228,Europe is not being invaded. Refugees are just people trying to find a safe home. And those refugees are not necessarily muslims.,0.25,0,other,none,,0,0,0,0,0
7229,"Hate is never a good thing. Get rid of the hate inside you first and then teach love to others. Love changes people for the better, not hate.",0.25,0,jews,none,,0,0,0,0,0
7230,"I don't see why the Muslims of the world would choose 'to ruin' Europe. Why is that, at least according to you? How do you support your claims?",0.25,0,muslims,none,,0,0,0,0,0
7231,"You're just misinterpreting the meaning of these words, please look it up. The UK does not need terrorists, but Muslims aren't terrorists, though.",0.25,0,muslims,none,,0,0,0,0,0
7232,"There are still incidents of hate speech being hurled at people from different ethnic backgrounds, and it is because of the fear of different ways of life.",0.25,0,poc,none,,0,0,0,0,0
7233,Do you really think that Jews are a hindrance to a peaceful society? Maybe the problem is racism and antisemitism.,0.25,0,jews,none,,0,0,0,0,0
7234,"According to statistics, Italy welcomes a lot less migrants than almost all other European countries.",0.25,0,migrants,none,,0,0,0,0,0
7235,You would be surprised how many feminists are very good at convincing people that changing a misogynistic and violent world is not against the interests of men.,0.25,0,women,none,,0,0,0,0,0
7236,"Homosexuality is a sexual preference, not a disease. How can their sexual preference affect your feelings?",0.25,0,lgbtq,none,,0,0,0,0,0
7237,"It's not about blaming other people, but about helping those in need.",0.25,0,lgbtq,none,,0,0,0,0,0
7238,There is no law forbidding you to be a Muslim. It is a human right to pursue whatever religion you wish.,0.25,0,muslims,none,,0,0,0,0,0
7239,"Many Islamic people have reputations as peaceful and tolerant, which is why so many Muslims around the world don't have a problem with living in the West.",0.25,0,muslims,none,,0,0,0,0,0
7240,Muslims have been a part of this country since its beginnings and have always been a part of our society. They are our brothers and sisters.,0.25,0,muslims,none,,0,0,0,0,0
7241,What you are saying is 'that the Jews are responsible for the Holocaust'... Are you serious? Does it seem reasonable to you?,0.25,0,jews,none,,0,0,0,0,0
7242,The European Commission is working on ways to make the labour market more inclusive. This does not mean that they are stealing our jobs.,0.25,0,migrants,none,,0,0,0,0,0
7243,"All religions have value. The problem is not the religion itself, but when people start excluding others on the basis of their religion.",0.25,0,muslims,none,,0,0,0,0,0
7244,"You cannot mix up race with religion, they are two separate things...",0.25,0,jews,none,,0,0,0,0,0
7245,I think we all know that's not true. I've met countless black people who were nice to me and treated me with respect. What is the evidence for what you're saying?,0.25,0,poc,none,,0,0,0,0,0
7246,"Since the movement is meant to achieve equality for the oppressed female population, it is called the movement for women: FEMinism. But of course the outcome will be equality.!",0.25,0,women,none,,0,0,0,0,0
7247,"Why shouldn't they? They are just people, who have always lived here, contributing in many ways to our society.",0.25,0,muslims,none,,0,0,0,0,0
7248,Migrants who come to this country as children are capable of integrating into the society. They should have the opportunity to work and contribute to our economy.,0.25,0,migrants,none,,0,0,0,0,0
7249,Still there are many more young immigrant men coming to the U.S. than young women. How can you explain this? Maybe they are planning to undergo sex reassignment surgery to have babies?,0.25,0,migrants,none,,0,0,0,0,0
7250,"This is something that we have to accepts since it is in line with basic respect of human rights - even if, in the past few years, the anti-LGBT campaigns such as the one in Russia, have made headlines all across the globe.",0.25,0,lgbtq,none,,0,0,0,0,0
7251,"Jews tend to make up a discrete amount of Hollywood actors, directors, producers, and so on. But this doesn't necessarily mean that they control the industry.",0.25,0,jews,none,,0,0,0,0,0
7252,"To believe that Jews run our country is absurd, especially if you consider that the U.S. is a democracy. This looks like a conspiracy theory.",0.25,0,jews,none,,0,0,0,0,0
7253,"We are proud to be an outward-looking country. We welcome people from all backgrounds, religions, and beliefs.",0.25,0,muslims,none,,0,0,0,0,0
7254,"Equality isn't about a certain group; it is about the society in which we live. You might be right in saying that this is the problem, but to define a problem by reference to a specific radical group is to completely misunderstand the nature of the system in general.",0.25,0,women,none,,0,0,0,0,0
7255,That sounds like quite a violent threat. Should I let the police know about this or?,0.25,0,muslims,none,,0,0,0,0,0
7256,Remember we live in a free and democratic country.,0.25,0,migrants,none,,0,0,0,0,0
7257,"Many Gypsies have regular jobs, but we do not know, because they don't need to tell.",0.25,0,other,none,,0,0,0,0,0
7258,What stick-in-the-mud men want is a woman who is submissive to their every whim. Many men instead look for a life partner.,0.25,0,women,none,,0,0,0,0,0
7259,"We are here to make the UK work for everyone, and make sure people feel part of the community, not discriminated against. Muslims are a part of the population, it is very sad that we are constantly having to combat Islamophobia, as if Muslims were the source of all problems.",0.25,0,muslims,none,,0,0,0,0,0
7260,"I disagree, Jews are religious people that have always been part of the community. And they have persecuted because of it. I believe this is what you meant by 'wouldn't heal'.",0.25,0,jews,none,,0,0,0,0,0
7261,"It doesn't matter if you think we are different. It is important to remember that there are many different ways of being a human being. And if you wish to include all people, then you have to accept differences.",0.25,0,disabled,none,,0,0,0,0,0
7262,"With such a display of flawed logic, who are you to judge a people by the colour of their skin?",0.25,0,poc,none,,0,0,0,0,0
7263,"It is better to be very careful when generalizing in such a way. I don't see any evidence to support this claim, at least not for me.",0.25,0,muslims,none,,0,0,0,0,0
7264,"This is not true, in Judaism every person is equal in front of god. In fact, differently from other religions, Judaism says that whoever decides to follows the Seven Laws of Noah (that is a set of laws for all of humanity) will receive the same rewards after death as a righteous Jew. So, even without being Jewish you can have access to God's glory.",0.25,0,jews,none,,0,0,0,0,0
7265,"Actually, Britain's percentage of immigrants over the global population is lower than that of Netherlands, Sweden, Greece, Spain, Austria and Germany.",0.25,0,migrants,none,,0,0,0,0,0
7266,People are free to make decisions about their own health and body.,0.25,0,other,none,,0,0,0,0,0
7267,It seems to me that this statement is directly related to a generalised idea of suspicion towards people who aren't born in your country. Why do you say so?,0.25,0,migrants,none,,0,0,0,0,0
7268,I am not sure what you are trying to say by incompatible. What do you mean by incompatible?,0.25,0,muslims,none,,0,0,0,0,0
7269,"Women need our support in their fight for equality, not our silence.",0.25,0,women,none,,0,0,0,0,0
7270,"So you want to see millions of Jews murdered every year, once again?",0.25,0,jews,none,,0,0,0,0,0
7271,"To those saying that it's time for us to ""wake up"", what do you suggest exactly? Is it that we stop oppressing these people or stop talking about equality?",0.25,0,poc,none,,0,0,0,0,0
7272,"Terrorism is always violent and always will be. Unfortunately for your comment, Islam is not.",0.25,0,other,none,,0,0,0,0,0
7273,"Jews have been historically, linguistically, ethnically, and geographically diverse, and this diversity is what make us and them a unique and valuable human species.",0.25,0,jews,none,,0,0,0,0,0
7274,"Anyone who is prepared to physically harm, rape and kill fellow humans is a violent person. Not necessarly a Muslim.",0.25,0,muslims,none,,0,0,0,0,0
7275,"I wouldn't say that ""women like bad men"". What I would like to see is a man that is interested in a woman, respectful of women, and offers her more than an exchange of sexual favors. It would be nice if men had more respectful characteristics than sexual desire alone.",0.25,0,women,none,,0,0,0,0,0
7276,"This is not true. Maybe you should be worried about the rise in hate crimes against LGBT+ people, incidents of which, since 2016 in Italy, have not been lower than 100 per year, .",0.25,0,lgbtq,none,,0,0,0,0,0
7277,"Yes, Islam is about peace. It is a religion, not a platform for hate and violence.",0.25,0,muslims,none,,0,0,0,0,0
7278,"Would a 'Muslim ban' make you feel safer? Banning people, or forbidding a religion, will not fix any of your fears.",0.25,0,muslims,none,,0,0,0,0,0
7279,How can you say that to a group that is currently experiencing a lot of social unrest? Is this what democracy is all about? To exclude people because of their skin?,0.25,0,poc,none,,0,0,0,0,0
7280,"Jews are not inferior. Many of them are good people, who have given their lives for the greater good of humanity.",0.25,0,jews,none,,0,0,0,0,0
7281,"Migrants integrate very well with our culture, especially when they don't have negative experiences, such as discrimination and racism.",0.25,0,migrants,none,,0,0,0,0,0
7282,"Why should they? Migrants provide for their families and also for our countries, representing a valuable workforce, as well as being valuable people to get to know.",0.25,0,migrants,none,,0,0,0,0,0
7283,"Islam is a religion of peace and tolerance. To be terrorist does not necessarily correspond with being Muslim, ask the RIA.",0.25,0,muslims,none,,0,0,0,0,0
7284,"Children with Down syndrome are far from being burden to society. It is not just about Down syndrome, but also about education and opportunities for everyone.",0.25,0,disabled,none,,0,0,0,0,0
7285,Muslims are not a problem to me. What do you think makes them problematic?,0.25,0,muslims,none,,0,0,0,0,0
7286,It doesn't matter which nationality you are from. The people that you regard as different are not defined by their country of birth. We are all human beings with the same rights.,0.25,0,migrants,none,,0,0,0,0,0
7287,Everyone has the right to respect for their family and privacy: it is an absolute right. But you should respect that of others as well.,0.25,0,lgbtq,none,,0,0,0,0,0
7288,Why do you say this about immigrants? They are just people like us.,0.25,0,migrants,none,,0,0,0,0,0
7289,"Women are women the world over, full stop.",0.25,0,poc,none,,0,0,0,0,0
7290,Women like that are not unfeminine or bitchy. They just might want to do something else other than housework and taking care of kids.,0.25,0,women,none,,0,0,0,0,0
7291,You seem to have a new superpower? Ascertaining ethnicity and faith based on a person's last name?,0.25,0,muslims,none,,0,0,0,0,0
7292,"I don't think we can attribute the success of Islam to hate and violence, but rather the opposite.",0.25,0,muslims,none,,0,0,0,0,0
7293,We are using dedicated European funds for this.,0.25,0,migrants,none,,0,0,0,0,0
7294,"Women might not always be right (it's just that sometimes they feel they have to be). And even if they are wrong, they can always prove themself better. But for sure they don't need a man to tell them how to live their lives.",0.25,0,women,none,,0,0,0,0,0
7295,Christianity is not necessarily the only true faith.,0.25,0,muslims,none,,0,0,0,0,0
7296,Every British citizen has the right to live and vote as he/she wish. Being Muslims is no exception.,0.25,0,muslims,none,,0,0,0,0,0
7297,The overwhelming majority of Muslims live in Western societies. They are our fellow citizens.,0.25,0,muslims,none,,0,0,0,0,0
7298,"The concept of human dignity was established to protect people. Who deserves human rights, then? Women are to be respected.",0.25,0,women,none,,0,0,0,0,0
7299,"Why do you think that women are incapable of acting ethically? They have always acted this way, from when they were children.",0.25,0,women,none,,0,0,0,0,0
7300,"This is not true. Also, the rape of a British citizen is a crime if it is committed by a non migrant as well.",0.25,0,migrants,none,,0,0,0,0,0
7301,"Many people, myself included, have never had negative experiences with people of colour.",0.25,0,poc,none,,0,0,0,0,0
7302,"Women are oppressed in many societies, I wish our society was different.",0.25,0,women,none,,0,0,0,0,0
7303,"The principle of equality that you are denying is rooted in the concept of political rights. Democracy is based on the principle of equality. So, by negating this very political right to women you are denying democracy to all.",0.25,0,women,none,,0,0,0,0,0
7304,"Conspiracy theories have always been popular in difficult economic times, and Jews are often the traditional scapegoat.",0.25,0,jews,none,,0,0,0,0,0
7305,"So are you saying that when women are employed, the amount of carbon dioxide that is released into is increased due to incompetence. What you are saying makes no sense!",0.25,0,women,none,,0,0,0,0,0
7306,"To say there are so many migrants entering the U.S. is just false. And what do you mean by ""we cannot cope with""?",0.25,0,migrants,none,,0,0,0,0,0
7307,"Islam is a part of humanity, and we should accept people regardless of their religion.",0.25,0,muslims,none,,0,0,0,0,0
7308,Migrants bring skills and experience. They are often better at integrating than natives.,0.25,0,migrants,none,,0,0,0,0,0
7309,"Just like everyone else, I am sure Jews are trying to influence the world in a positive way but there is no proof they are the only ones with power in this world.",0.25,0,jews,none,,0,0,0,0,0
7310,People have been coming to this country from Muslim countries for thousands of years. How can you say that their religion is outdated?,0.25,0,muslims,none,,0,0,0,0,0
7311,The Catholic Church’s stance on the issue today is completely different. They do not charge Jewish people anymore.,0.25,0,jews,none,,0,0,0,0,0
7312,"Blacks are not ""inferior"" to whites. There are many different people in the world, and they all share the basic human right to live as they please.",0.25,0,poc,none,,0,0,0,0,0
7313,"Did you know that out of people receiving HIV care (for example in the UK), 48% were exposed through sex between a man and a woman, and 47% were exposed through sex between men? The fact is that heterosexual HIV transmissions outweigh those between homosexuals, and yet heterosexual people are not banned from donating blood. [link]",0.25,0,lgbtq,none,,0,0,0,0,0
7314,You mean to imply that all Muslims are inherently terrorists? How can you say that about an entire religious community?,0.25,0,muslims,none,,0,0,0,0,0
7315,"Islam is an ideology and religion that promotes unity. It is about love, not death.",0.25,0,muslims,none,,0,0,0,0,0
7316,"What do you actually mean by ""Islam is a death cult""? Do you seriously suggest that I should start to worry about what my Muslim neighbour might do?",0.25,0,muslims,none,,0,0,0,0,0
7317,I don't understand why you feel that way about women. Don't you feel we should be giving them support? Doesn't it just seem a bit selfish to you not to help them in their fight for equality?,0.25,0,women,none,,0,0,0,0,0
7318,Do you really think that Jews only care about themselves? Then why do they prefer to live in our country where they are not the majority? How would you answer that?,0.25,0,jews,none,,0,0,0,0,0
7319,"There is no evidence for the statements you made, and the Koran does not advocate any of those actions.",0.25,0,muslims,none,,0,0,0,0,0
7320,"Are you talking aobut the Anglo-Jewish Association (AJA), established in 1871? Its aims are different from those you ascribe to them: 'promotion of social, moral, and intellectual progress among the Jews'.",0.25,0,jews,none,,0,0,0,0,0
7321,Equality means that a man would not be called a coward. Women have plenty to offer the world of politics and as much of a right to take part as anyone else.,0.25,0,women,none,,0,0,0,0,0
7322,"I'm not sure why you would choose to put your faith in a man either. It seems to me that you would do well to put your faith in an expert, regardless of gender.",0.25,0,women,none,,0,0,0,0,0
7323,I am tired of seeing women being treated as sex objects. It's about time that women are given the respect they deserve.,0.25,0,women,none,,0,0,0,0,0
7324,"Because people with disabilities can work, if they are given the opportunity.",0.25,0,disabled,none,,0,0,0,0,0
7325,"Muslims are part of Europe, since the beginning. For example, in the 1970s they made up the 2% of the French population.",0.25,0,muslims,none,,0,0,0,0,0
7326,Does the 'solution' for the economic crisis revolve around paying the migrants to leave? It is not clear how this could solve to the real problems of our country.,0.25,0,migrants,none,,0,0,0,0,0
7327,"People are free to choose their own religion, and to practice it as they wish.",0.25,0,muslims,none,,0,0,0,0,0
7328,"Feminism strives for equality, not for division.",0.25,0,women,none,,0,0,0,0,0
7329,"Look, I don't like to hear any arguments of racism. Antagonism breeds antagonism. Do you really want to promote hate?",0.25,0,poc,none,,0,0,0,0,0
7330,"Are we to believe that just because something is gaining ground, it will replace whatever exists somewhere else?",0.25,0,muslims,none,,0,0,0,0,0
7331,"Societal disapproval can encourage bullying of overweight and obese populations, thus contributing to the problem rather than the solution.",0.25,0,other,none,,0,0,0,0,0
7332,"Women have been oppressed by men. The level of equality that exists today is due, in large part, to the work of women like Germaine Greer.",0.25,0,women,none,,0,0,0,0,0
7333,"All societies have had gender inequalities, whether you identify as a male or a female. So why do you think that women are somehow ""less than"" men?",0.25,0,women,none,,0,0,0,0,0
7334,What you are saying is that Muslims are not welcome in our country? Why shouldn't they be?,0.25,0,muslims,none,,0,0,0,0,0
7335,"No, that's not true. I've met many Muslims who helped other people in need. They are smart and friendly, and they are human beings.",0.25,0,muslims,none,,0,0,0,0,0
7336,"You should be asking them if they are happy to hear that. If they are happy to be questioned, they will tell you the truth.",0.25,0,poc,none,,0,0,0,0,0
7337,Immigration is a necessary component of a successful society. Do you really think that the only people that are bringing crime to our country are immigrants?,0.25,0,migrants,none,,0,0,0,0,0
7338,"So what's your suggestion? Isloation? The real solution is involving them in work and everyday life, since this normalizes their illness and helps the integration with other people.",0.25,0,disabled,none,,0,0,0,0,0
7339,"Every individual has the right to be alive, and to choose their own doctor and treatment plan.",0.25,0,disabled,none,,0,0,0,0,0
7340,Some people retain their ability to remember the wonder and innocence of childhood. This has nothing to do with gender though.,0.25,0,women,none,,0,0,0,0,0
7341,"I am a bit puzzled: often they are accused of being lazy, now they are accused of working?",0.25,0,migrants,none,,0,0,0,0,0
7342,"It is not true that women are less rational than men, there are numerous examples of women successfully advancing in fields such as law or medicine.",0.25,0,women,none,,0,0,0,0,0
7343,"The 'gay agenda' is about equal rights, equality is about acceptance, and the right of people to be treated with respect and dignity.",0.25,0,lgbtq,none,,0,0,0,0,0
7344,"People coming from poor and dangerous countries should be prioritized for resettlement within the welfare system. This is exactly what the law states, which is not abusable.",0.25,0,migrants,none,,0,0,0,0,0
7345,Maybe we should abandon stereotypes and accept everyone equally.,0.25,0,women,none,,0,0,0,0,0
7346,"This is a rumor spreading on the web, but violent black people are just like all the other people being violent towards other people. No matter their complexion.",0.25,0,poc,none,,0,0,0,0,0
7347,Migrants often do jobs that an Italian would not do.,0.25,0,migrants,none,,0,0,0,0,0
7348,Women are human beings and must be treated with respect and dignity.,0.25,0,women,none,,0,0,0,0,0
7349,"Feminists are often accused of being 'naive', however I have seen several instances where feminists have used their ideas to tackle complex and powerful social and economic issues.",0.25,0,women,none,,0,0,0,0,0
7350,We are all different and deserve respect.,0.25,0,other,none,,0,0,0,0,0
7351,"Rape and gender violence must be condemned in any case, not on the color of the aggressor's skin.",0.25,0,migrants,none,,0,0,0,0,0
7352,"So are you blaming all of them? Lets say you are in a group of 10 people, 1 is a killer, does that make you ALL killers? Are you serious?",0.25,0,poc,none,,0,0,0,0,0
7353,We are not the only ones who are suffering from the refugee crisis.,0.25,0,migrants,none,,0,0,0,0,0
7354,They have always been part of our society. We have to respect their culture and traditions.,0.25,0,muslims,none,,0,0,0,0,0
7355,"Homosexuality is not a disease, it is a sexual preference.",0.25,0,lgbtq,none,,0,0,0,0,0
7356,Having this information better equips individuals to deal with issues concerning gender and be aware of their own intent and opinions that are rooted in gender and gender bias.,0.25,0,lgbtq,none,,0,0,0,0,0
7357,"We should be proud of our culture, but I would say that welcoming immigrants is not a threat to it.",0.25,0,migrants,none,,0,0,0,0,0
7358,"Women are not meant to be slaves to our will. Males can have certain strengths, like women do, however they alone do not represent all the human qualities.",0.25,0,women,none,,0,0,0,0,0
7359,"When you propose to forcibly subdue people based on their country of origin, then you are on the side of the oppressors.",0.25,0,migrants,none,,0,0,0,0,0
7360,"The people you are referring to are rapists and drug dealers, not migrants.",0.25,0,migrants,none,,0,0,0,0,0
7361,"Many countries have had different ethnic groups for a very long time without big issues, and it is better to have a diverse society rather than a homogeneous one.",0.25,0,poc,none,,0,0,0,0,0
7362,I think it is good to speak out when we disagree. What is the toxic influence? I can't see any.,0.25,0,muslims,none,,0,0,0,0,0
7363,"It does not matter whether they are immigrants. The fact that they pay taxes, earn money, etc., makes them not much different from any other citizen. Migrants have the right to a basic standard of living.",0.25,0,migrants,none,,0,0,0,0,0
7364,"The discrimination you are describing is against people who are transgender, gay or lesbian. The root of that discrimination is a lack of knowledge about gender identity and is not necessarly related to sexual preferences.",0.25,0,lgbtq,none,,0,0,0,0,0
7365,We should not be choosing immigrants based on their cultures. We should just accept all.,0.25,0,migrants,none,,0,0,0,0,0
7366,"In Jewish law, the seller must ensure that the buyer benefits from the transaction.",0.25,0,jews,none,,0,0,0,0,0
7367,"The integration is mainly financed by the EU, if we take away the funds from the migrants, the EU will not give them to us.",0.25,0,migrants,none,,0,0,0,0,0
7368,Gender equality is the key to a productive household as well as economy overall. To restrict women from entering all spheres of society is to reduce the potential of any country.,0.25,0,women,none,,0,0,0,0,0
7369,"We are all equal in the eyes of the law, and we are all born equal in dignity and rights. Diversity of thought and belief is a strength, discrimination is not.",0.25,0,poc,none,,0,0,0,0,0
7370,"Recently, public figures have accused immigrants of being “killers” and “rapists,” - bringing crime to the U.S. - without proof. In fact, studies have shown that immigrants - regardless of their origin, immigration status, or education level - are less likely than nativeborn citizens to commit crimes or become incarcerated. According to the U.S. Chamber of Commerce, while the percentage of immigrants in the U.S. (both documented and undocumented) increased sharply between 1990 and 2010, the violent crime rate during the same period plummeted 45 percent and the property crime rate dropped by 42 percent. Studies have consistently found that there is a negative correlation between levels of immigration and crime rates. Other studies have also found that crime rates are lower in states with higher immigration growth rates, and that states with larger shares of undocumented immigrants tend to have lower crime rates than states with smaller shares.",0.25,0,migrants,none,,0,0,0,0,0
7371,"The decision on who has the right to vote is based on the law. If you do not want to allow people to have the right to vote because of their gender, then you have a problem.",0.25,0,women,none,,0,0,0,0,0
7372,"Hollywood is an extremely diverse industry, and Jews are a small but vocal minority of actors, directors, producers, etc. How can you say that Jews control the Hollywood industry?",0.25,0,jews,none,,0,0,0,0,0
